ID,EBITDA (Initial),EV Multiple (Initial),IC Combined (Initial),LTV (Initial),Total Net Leverage (Initial),Security,Thesis Default
24,285832775.91973245,28.535117056856187,0.23404682274247493,0.11789966555183946,2.0810702341137124,First Lien or Unitranche,0
25,285242474.9163879,28.474080267558527,0.23963210702341137,0.11864548494983278,2.084448160535117,First Lien or Unitranche,0
26,284652173.9130435,28.41304347826087,0.24521739130434783,0.11939130434782609,2.0878260869565217,First Lien or Unitranche,0
27,284061872.90969896,28.35200668896321,0.2508026755852843,0.12013712374581939,2.0912040133779266,First Lien or Unitranche,0
28,283471571.90635455,28.29096989966555,0.25638795986622076,0.1208829431438127,2.094581939799331,First Lien or Unitranche,0
29,282881270.90301,28.22993311036789,0.26197324414715717,0.12162876254180602,2.097959866220736,First Lien or Unitranche,0
30,282290969.89966553,28.168896321070235,0.2675585284280937,0.12237458193979933,2.1013377926421404,First Lien or Unitranche,0
31,281700668.89632106,28.107859531772576,0.2731438127090301,0.12312040133779265,2.1047157190635453,First Lien or Unitranche,0
32,281110367.8929766,28.046822742474916,0.27872909698996656,0.12386622073578596,2.1080936454849497,First Lien or Unitranche,0
33,280520066.8896321,27.985785953177256,0.284314381270903,0.12461204013377926,2.1114715719063546,First Lien or Unitranche,0
34,279929765.8862876,27.9247491638796,0.28989966555183944,0.1253578595317726,2.114849498327759,First Lien or Unitranche,0
35,279339464.88294315,27.86371237458194,0.29548494983277596,0.12610367892976587,2.118227424749164,First Lien or Unitranche,0
36,278749163.8795986,27.80267558528428,0.30107023411371236,0.12684949832775919,2.1216053511705684,First Lien or Unitranche,0
37,278158862.8762542,27.741638795986624,0.30665551839464883,0.1275953177257525,2.1249832775919733,First Lien or Unitranche,0
38,277568561.87290967,27.680602006688964,0.3122408026755853,0.1283411371237458,2.1283612040133777,First Lien or Unitranche,0
39,276978260.86956525,27.619565217391305,0.31782608695652176,0.12908695652173913,2.1317391304347826,First Lien or Unitranche,0
40,276387959.8662207,27.558528428093645,0.3234113712374582,0.12983277591973244,2.1351170568561875,First Lien or Unitranche,0
41,275797658.86287624,27.497491638795985,0.32899665551839463,0.13057859531772575,2.138494983277592,First Lien or Unitranche,0
42,275207357.85953176,27.436454849498325,0.33458193979933115,0.13132441471571907,2.141872909698997,First Lien or Unitranche,0
43,274617056.8561873,27.37541806020067,0.34016722408026756,0.13207023411371238,2.1452508361204012,First Lien or Unitranche,0
44,274026755.8528428,27.314381270903013,0.345752508361204,0.13281605351170567,2.148628762541806,First Lien or Unitranche,0
45,273436454.84949833,27.253344481605353,0.3513377926421405,0.133561872909699,2.1520066889632106,First Lien or Unitranche,0
46,272846153.84615386,27.192307692307693,0.3569230769230769,0.1343076923076923,2.1553846153846155,First Lien or Unitranche,0
47,272255852.8428093,27.131270903010034,0.3625083612040134,0.1350535117056856,2.15876254180602,First Lien or Unitranche,0
48,271665551.8394649,27.070234113712374,0.3680936454849498,0.13579933110367892,2.162140468227425,First Lien or Unitranche,0
49,271075250.83612037,27.009197324414714,0.37367892976588635,0.13654515050167224,2.1655183946488292,First Lien or Unitranche,0
50,270484949.83277595,26.948160535117058,0.37926421404682276,0.13729096989966555,2.168896321070234,First Lien or Unitranche,0
51,269894648.8294314,26.887123745819398,0.38484949832775917,0.13803678929765886,2.1722742474916386,First Lien or Unitranche,0
52,269304347.82608694,26.826086956521742,0.3904347826086957,0.13878260869565218,2.1756521739130434,First Lien or Unitranche,0
53,268714046.82274246,26.765050167224082,0.3960200668896321,0.13952842809364546,2.1790301003344483,First Lien or Unitranche,0
54,268123745.819398,26.704013377926422,0.4016053511705686,0.1402742474916388,2.1824080267558528,First Lien or Unitranche,0
55,267533444.8160535,26.642976588628763,0.407190635451505,0.1410200668896321,2.1857859531772577,First Lien or Unitranche,0
56,266943143.81270903,26.581939799331103,0.41277591973244143,0.1417658862876254,2.189163879598662,First Lien or Unitranche,0
57,266352842.80936453,26.520903010033443,0.41836120401337795,0.14251170568561872,2.192541806020067,First Lien or Unitranche,0
58,265762541.80602005,26.459866220735787,0.42394648829431436,0.14325752508361203,2.1959197324414714,First Lien or Unitranche,0
59,265172240.80267558,26.398829431438127,0.4295317725752509,0.14400334448160534,2.1992976588628763,First Lien or Unitranche,0
60,264581939.7993311,26.33779264214047,0.4351170568561873,0.14474916387959866,2.2026755852842808,First Lien or Unitranche,0
61,263991638.79598662,26.27675585284281,0.4407023411371238,0.14549498327759197,2.2060535117056856,First Lien or Unitranche,0
62,263401337.79264215,26.21571906354515,0.4462876254180602,0.14624080267558529,2.20943143812709,First Lien or Unitranche,0
63,262811036.78929764,26.15468227424749,0.4518729096989966,0.1469866220735786,2.212809364548495,First Lien or Unitranche,0
64,262220735.78595316,26.093645484949832,0.45745819397993315,0.14773244147157188,2.2161872909698994,First Lien or Unitranche,0
65,261630434.7826087,26.032608695652172,0.46304347826086956,0.14847826086956523,2.2195652173913043,First Lien or Unitranche,0
66,261040133.7792642,25.971571906354516,0.4686287625418061,0.1492240802675585,2.222943143812709,First Lien or Unitranche,0
67,260449832.77591974,25.910535117056856,0.4742140468227425,0.14996989966555183,2.2263210702341136,First Lien or Unitranche,0
68,259859531.77257526,25.8494983277592,0.4797993311036789,0.15071571906354514,2.2296989966555185,First Lien or Unitranche,0
69,259269230.76923075,25.78846153846154,0.4853846153846154,0.15146153846153845,2.233076923076923,First Lien or Unitranche,0
70,258678929.76588628,25.72742474916388,0.4909698996655518,0.15220735785953177,2.236454849498328,First Lien or Unitranche,0
71,258088628.7625418,25.66638795986622,0.49655518394648834,0.15295317725752508,2.2398327759197323,First Lien or Unitranche,0
72,257498327.75919732,25.60535117056856,0.5021404682274248,0.1536989966555184,2.243210702341137,First Lien or Unitranche,0
73,256908026.75585282,25.5443143812709,0.5077257525083612,0.15444481605351168,2.2465886287625416,First Lien or Unitranche,0
74,256317725.75250834,25.483277591973245,0.5133110367892977,0.15519063545150502,2.2499665551839465,First Lien or Unitranche,0
75,255727424.74916387,25.422240802675585,0.5188963210702341,0.1559364548494983,2.253344481605351,First Lien or Unitranche,0
76,255137123.7458194,25.36120401337793,0.5244816053511706,0.15668227424749162,2.256722408026756,First Lien or Unitranche,0
77,254546822.7424749,25.30016722408027,0.530066889632107,0.15742809364548493,2.2601003344481603,First Lien or Unitranche,0
78,253956521.73913044,25.23913043478261,0.5356521739130435,0.15817391304347825,2.263478260869565,First Lien or Unitranche,0
79,253366220.73578596,25.17809364548495,0.54123745819398,0.15891973244147156,2.26685618729097,First Lien or Unitranche,0
80,252775919.73244148,25.11705685618729,0.5468227424749164,0.15966555183946488,2.2702341137123745,First Lien or Unitranche,0
81,252185618.72909698,25.05602006688963,0.5524080267558529,0.1604113712374582,2.2736120401337794,First Lien or Unitranche,0
82,251595317.7257525,24.994983277591974,0.5579933110367893,0.1611571906354515,2.276989966555184,First Lien or Unitranche,0
83,251005016.72240803,24.933946488294314,0.5635785953177258,0.16190301003344482,2.2803678929765887,First Lien or Unitranche,0
84,250414715.71906352,24.872909698996658,0.5691638795986622,0.1626488294314381,2.283745819397993,First Lien or Unitranche,0
85,249824414.71571904,24.811872909698998,0.5747491638795986,0.16339464882943144,2.287123745819398,First Lien or Unitranche,1
86,249234113.71237457,24.75083612040134,0.5803344481605351,0.16414046822742473,2.2905016722408025,First Lien or Unitranche,0
87,248643812.7090301,24.68979933110368,0.5859197324414716,0.16488628762541804,2.2938795986622074,First Lien or Unitranche,0
88,248053511.70568562,24.62876254180602,0.5915050167224081,0.16563210702341136,2.297257525083612,First Lien or Unitranche,0
89,247463210.70234114,24.56772575250836,0.5970903010033445,0.16637792642140467,2.3006354515050167,First Lien or Unitranche,0
90,246872909.69899666,24.506688963210703,0.6026755852842809,0.16712374581939798,2.304013377926421,First Lien or Unitranche,0
91,246282608.6956522,24.445652173913043,0.6082608695652174,0.1678695652173913,2.307391304347826,First Lien or Unitranche,0
92,245692307.69230768,24.384615384615387,0.6138461538461538,0.1686153846153846,2.310769230769231,First Lien or Unitranche,0
93,245102006.6889632,24.323578595317727,0.6194314381270903,0.1693612040133779,2.3141471571906354,First Lien or Unitranche,0
94,244511705.68561873,24.262541806020067,0.6250167224080267,0.17010702341137124,2.3175250836120402,First Lien or Unitranche,0
95,243921404.68227422,24.201505016722408,0.6306020066889632,0.17085284280936452,2.3209030100334447,First Lien or Unitranche,0
96,243331103.67892975,24.140468227424748,0.6361872909698997,0.17159866220735784,2.3242809364548496,First Lien or Unitranche,0
97,242740802.67558527,24.079431438127088,0.6417725752508361,0.17234448160535115,2.327658862876254,First Lien or Unitranche,0
98,242150501.6722408,24.01839464882943,0.6473578595317726,0.17309030100334447,2.331036789297659,First Lien or Unitranche,0
99,241560200.66889632,23.957357859531772,0.652943143812709,0.17383612040133778,2.3344147157190633,First Lien or Unitranche,0
100,240969899.66555184,23.896321070234116,0.6585284280936454,0.1745819397993311,2.3377926421404682,First Lien or Unitranche,0
101,240379598.66220737,23.835284280936456,0.6641137123745819,0.1753277591973244,2.3411705685618727,First Lien or Unitranche,0
102,239789297.6588629,23.774247491638796,0.6696989966555184,0.1760735785953177,2.3445484949832776,First Lien or Unitranche,0
103,239198996.65551838,23.713210702341136,0.6752842809364549,0.17681939799331103,2.347926421404682,First Lien or Unitranche,0
104,238608695.6521739,23.652173913043477,0.6808695652173913,0.17756521739130432,2.351304347826087,First Lien or Unitranche,0
105,238018394.64882943,23.591137123745817,0.6864548494983277,0.17831103678929766,2.3546822742474918,First Lien or Unitranche,0
106,237428093.64548492,23.53010033444816,0.6920401337792642,0.17905685618729095,2.358060200668896,First Lien or Unitranche,0
107,236837792.64214045,23.4690635451505,0.6976254180602006,0.17980267558528426,2.361438127090301,First Lien or Unitranche,0
108,236247491.63879597,23.408026755852845,0.7032107023411371,0.18054849498327757,2.3648160535117055,First Lien or Unitranche,0
109,235657190.6354515,23.346989966555185,0.7087959866220735,0.1812943143812709,2.3681939799331104,First Lien or Unitranche,0
110,235066889.63210702,23.285953177257525,0.7143812709030101,0.1820401337792642,2.371571906354515,First Lien or Unitranche,0
111,234476588.62876254,23.224916387959865,0.7199665551839465,0.1827859531772575,2.3749498327759198,First Lien or Unitranche,0
112,233886287.62541807,23.163879598662206,0.7255518394648829,0.18353177257525083,2.378327759197324,First Lien or Unitranche,0
113,233295986.6220736,23.10284280936455,0.7311371237458194,0.18427759197324411,2.381705685618729,First Lien or Unitranche,0
114,232705685.61872908,23.04180602006689,0.7367224080267558,0.18502341137123746,2.3850836120401335,First Lien or Unitranche,0
115,232115384.6153846,22.980769230769234,0.7423076923076923,0.18576923076923074,2.3884615384615384,First Lien or Unitranche,0
116,231525083.61204013,22.919732441471574,0.7478929765886287,0.18651505016722406,2.391839464882943,First Lien or Unitranche,0
117,230934782.60869563,22.858695652173914,0.7534782608695652,0.18726086956521737,2.3952173913043477,First Lien or Unitranche,0
118,230344481.60535115,22.797658862876254,0.7590635451505017,0.18800668896321068,2.3985953177257526,First Lien or Unitranche,0
119,229754180.60200667,22.736622073578594,0.7646488294314381,0.188752508361204,2.401973244147157,First Lien or Unitranche,0
120,229163879.5986622,22.675585284280935,0.7702341137123746,0.1894983277591973,2.405351170568562,First Lien or Unitranche,0
121,228573578.59531772,22.61454849498328,0.775819397993311,0.19024414715719062,2.4087290969899664,First Lien or Unitranche,0
122,227983277.59197325,22.55351170568562,0.7814046822742475,0.1909899665551839,2.4121070234113713,First Lien or Unitranche,0
123,227392976.58862877,22.492474916387962,0.7869899665551839,0.19173578595317725,2.4154849498327757,First Lien or Unitranche,0
124,226802675.5852843,22.431438127090303,0.7925752508361203,0.19248160535117054,2.4188628762541806,First Lien or Unitranche,0
125,226212374.58193982,22.370401337792643,0.7981605351170569,0.19322742474916388,2.422240802675585,First Lien or Unitranche,0
126,225622073.5785953,22.309364548494983,0.8037458193979933,0.19397324414715716,2.42561872909699,First Lien or Unitranche,0
127,225031772.57525083,22.248327759197323,0.8093311036789298,0.19471906354515048,2.4289966555183944,First Lien or Unitranche,0
128,224441471.57190633,22.187290969899664,0.8149163879598662,0.1954648829431438,2.4323745819397993,First Lien or Unitranche,0
129,223851170.56856185,22.126254180602007,0.8205016722408026,0.1962107023411371,2.4357525083612037,First Lien or Unitranche,0
130,223260869.56521738,22.065217391304348,0.8260869565217391,0.19695652173913042,2.4391304347826086,First Lien or Unitranche,0
131,222670568.5618729,22.00418060200669,0.8316722408026755,0.1977023411371237,2.4425083612040135,First Lien or Unitranche,0
132,222080267.55852842,21.94314381270903,0.8372575250836121,0.19844816053511705,2.445886287625418,First Lien or Unitranche,0
133,221489966.55518395,21.882107023411372,0.8428428093645485,0.19919397993311033,2.449264214046823,First Lien or Unitranche,0
134,220899665.55183947,21.821070234113712,0.8484280936454849,0.19993979933110367,2.4526421404682273,First Lien or Unitranche,0
135,220309364.548495,21.760033444816052,0.8540133779264214,0.20068561872909696,2.456020066889632,First Lien or Unitranche,0
136,219719063.54515052,21.698996655518393,0.8595986622073578,0.20143143812709027,2.4593979933110366,First Lien or Unitranche,0
137,219128762.541806,21.637959866220736,0.8651839464882943,0.2021772575250836,2.4627759197324415,First Lien or Unitranche,0
138,218538461.53846154,21.576923076923077,0.8707692307692307,0.2029230769230769,2.466153846153846,First Lien or Unitranche,0
139,217948160.53511706,21.51588628762542,0.8763545150501673,0.20366889632107021,2.469531772575251,First Lien or Unitranche,0
140,217357859.53177255,21.45484949832776,0.8819397993311037,0.20441471571906353,2.4729096989966552,First Lien or Unitranche,0
141,216767558.52842808,21.3938127090301,0.8875250836120401,0.20516053511705684,2.47628762541806,First Lien or Unitranche,0
142,216177257.5250836,21.33277591973244,0.8931103678929766,0.20590635451505013,2.4796655518394646,First Lien or Unitranche,0
143,215586956.52173913,21.27173913043478,0.898695652173913,0.20665217391304347,2.4830434782608695,First Lien or Unitranche,0
144,214996655.51839465,21.21070234113712,0.9042809364548495,0.20739799331103675,2.4864214046822743,First Lien or Unitranche,0
145,214406354.51505017,21.149665551839465,0.9098662207357859,0.2081438127090301,2.489799331103679,First Lien or Unitranche,0
146,213816053.5117057,21.088628762541806,0.9154515050167223,0.20888963210702338,2.4931772575250832,First Lien or Unitranche,0
147,213225752.50836122,21.02759197324415,0.9210367892976589,0.2096354515050167,2.496555183946488,First Lien or Unitranche,0
148,212635451.5050167,20.96655518394649,0.9266220735785953,0.21038127090301,2.499933110367893,First Lien or Unitranche,0
149,212045150.50167224,20.90551839464883,0.9322073578595318,0.21112709030100332,2.5033110367892975,First Lien or Unitranche,0
150,211454849.49832776,20.84448160535117,0.9377926421404682,0.21187290969899664,2.5066889632107023,First Lien or Unitranche,0
151,210864548.49498326,20.78344481605351,0.9433779264214047,0.21261872909698992,2.510066889632107,First Lien or Unitranche,0
152,210274247.49163878,20.72240802675585,0.9489632107023411,0.21336454849498326,2.5134448160535117,First Lien or Unitranche,0
153,209683946.4882943,20.661371237458194,0.9545484949832775,0.21411036789297655,2.516822742474916,First Lien or Unitranche,0
154,209093645.48494983,20.600334448160535,0.9601337792642141,0.2148561872909699,2.520200668896321,First Lien or Unitranche,0
155,208503344.48160535,20.53929765886288,0.9657190635451505,0.21560200668896318,2.5235785953177254,First Lien or Unitranche,0
156,207913043.47826087,20.47826086956522,0.971304347826087,0.2163478260869565,2.5269565217391303,First Lien or Unitranche,0
157,207322742.4749164,20.41722408026756,0.9768896321070234,0.2170936454849498,2.530334448160535,First Lien or Unitranche,0
158,206732441.47157192,20.3561872909699,0.9824749163879598,0.21783946488294312,2.5337123745819397,First Lien or Unitranche,0
159,206142140.46822742,20.29515050167224,0.9880602006688963,0.21858528428093643,2.537090301003344,First Lien or Unitranche,0
160,205551839.46488294,20.23411371237458,0.9936454849498327,0.21933110367892975,2.540468227424749,First Lien or Unitranche,0
161,204961538.46153846,20.173076923076923,0.9992307692307693,0.22007692307692306,2.543846153846154,First Lien or Unitranche,0
162,204371237.45819396,20.112040133779264,1.0048160535117057,0.22082274247491634,2.5472240802675583,First Lien or Unitranche,0
163,203780936.45484948,20.051003344481607,1.0104013377926422,0.2215685618729097,2.550602006688963,First Lien or Unitranche,0
164,203190635.451505,19.989966555183948,1.0159866220735787,0.22231438127090297,2.5539799331103676,First Lien or Unitranche,0
165,202600334.44816053,19.928929765886288,1.021571906354515,0.22306020066889629,2.5573578595317725,First Lien or Unitranche,0
166,202010033.44481605,19.867892976588628,1.0271571906354515,0.2238060200668896,2.560735785953177,First Lien or Unitranche,0
167,201419732.44147158,19.80685618729097,1.032742474916388,0.2245518394648829,2.564113712374582,First Lien or Unitranche,0
168,200829431.4381271,19.745819397993312,1.0383277591973246,0.22529765886287623,2.5674916387959863,First Lien or Unitranche,0
169,200239130.43478262,19.684782608695652,1.0439130434782609,0.22604347826086954,2.570869565217391,First Lien or Unitranche,0
170,199648829.43143812,19.623745819397993,1.0494983277591974,0.22678929765886285,2.574247491638796,First Lien or Unitranche,0
171,199058528.42809364,19.562709030100336,1.055083612040134,0.22753511705685617,2.5776254180602005,First Lien or Unitranche,0
172,198468227.42474917,19.501672240802677,1.0606688963210702,0.22828093645484948,2.581003344481605,First Lien or Unitranche,0
173,197877926.42140466,19.440635451505017,1.0662541806020067,0.22902675585284277,2.58438127090301,First Lien or Unitranche,0
174,197287625.41806018,19.379598662207357,1.0718394648829432,0.22977257525083608,2.5877591973244147,First Lien or Unitranche,0
175,196697324.4147157,19.318561872909697,1.0774247491638795,0.2305183946488294,2.591137123745819,First Lien or Unitranche,0
176,196107023.41137123,19.25752508361204,1.083010033444816,0.2312642140468227,2.594515050167224,First Lien or Unitranche,0
177,195516722.40802675,19.19648829431438,1.0885953177257526,0.23201003344481602,2.5978929765886285,First Lien or Unitranche,0
178,194926421.40468228,19.13545150501672,1.094180602006689,0.23275585284280934,2.6012709030100334,First Lien or Unitranche,0
179,194336120.4013378,19.074414715719065,1.0997658862876254,0.23350167224080265,2.604648829431438,First Lien or Unitranche,0
180,193745819.39799333,19.013377926421406,1.105351170568562,0.23424749163879596,2.6080267558528427,First Lien or Unitranche,0
181,193155518.39464882,18.952341137123746,1.1109364548494984,0.23499331103678928,2.611404682274247,First Lien or Unitranche,0
182,192565217.39130434,18.891304347826086,1.116521739130435,0.2357391304347826,2.614782608695652,First Lien or Unitranche,0
183,191974916.38795987,18.830267558528426,1.1221070234113713,0.23648494983277588,2.618160535117057,First Lien or Unitranche,0
184,191384615.38461536,18.76923076923077,1.1276923076923078,0.2372307692307692,2.6215384615384614,First Lien or Unitranche,0
185,190794314.3812709,18.70819397993311,1.1332775919732443,0.2379765886287625,2.624916387959866,First Lien or Unitranche,0
186,190204013.3779264,18.64715719063545,1.1388628762541808,0.23872240802675582,2.6282943143812707,First Lien or Unitranche,0
187,189613712.37458193,18.586120401337794,1.144448160535117,0.23946822742474913,2.6316722408026756,First Lien or Unitranche,0
188,189023411.37123746,18.525083612040135,1.1500334448160536,0.24021404682274244,2.63505016722408,First Lien or Unitranche,0
189,188433110.36789298,18.464046822742475,1.1556187290969901,0.24095986622073576,2.638428093645485,First Lien or Unitranche,0
190,187842809.3645485,18.403010033444815,1.1612040133779264,0.24170568561872907,2.6418060200668894,First Lien or Unitranche,0
191,187252508.36120403,18.341973244147155,1.166789297658863,0.24245150501672239,2.6451839464882942,First Lien or Unitranche,0
192,186662207.35785952,18.2809364548495,1.1723745819397995,0.24319732441471567,2.6485618729096987,First Lien or Unitranche,0
193,186071906.35451505,18.21989966555184,1.1779598662207358,0.24394314381270898,2.6519397993311036,First Lien or Unitranche,0
194,185481605.35117057,18.15886287625418,1.1835451505016723,0.2446889632107023,2.655317725752508,First Lien or Unitranche,0
195,184891304.3478261,18.097826086956523,1.1891304347826088,0.2454347826086956,2.658695652173913,First Lien or Unitranche,0
196,184301003.3444816,18.036789297658864,1.1947157190635453,0.24618060200668893,2.662073578595318,First Lien or Unitranche,0
197,183710702.3411371,17.975752508361204,1.2003010033444816,0.24692642140468224,2.6654515050167222,First Lien or Unitranche,0
198,183120401.33779263,17.914715719063544,1.2058862876254182,0.24767224080267555,2.6688294314381267,First Lien or Unitranche,0
199,182530100.33444816,17.853678929765884,1.2114715719063547,0.24841806020066887,2.6722073578595316,First Lien or Unitranche,0
200,181939799.33110368,17.792642140468228,1.217056856187291,0.24916387959866218,2.6755852842809364,First Lien or Unitranche,0
201,181349498.3277592,17.73160535117057,1.2226421404682275,0.2499096989966555,2.678963210702341,First Lien or Unitranche,0
202,180759197.32441473,17.67056856187291,1.228227424749164,0.2506555183946488,2.6823411371237458,First Lien or Unitranche,0
203,180168896.32107022,17.609531772575252,1.2338127090301005,0.25140133779264207,2.68571906354515,First Lien or Unitranche,0
204,179578595.31772575,17.548494983277592,1.2393979933110368,0.2521471571906354,2.689096989966555,First Lien or Unitranche,0
205,178988294.31438127,17.487458193979933,1.2449832775919734,0.25289297658862875,2.6924749163879595,First Lien or Unitranche,0
206,178397993.3110368,17.426421404682273,1.2505685618729099,0.25363879598662203,2.6958528428093644,First Lien or Unitranche,0
207,177807692.3076923,17.365384615384617,1.2561538461538462,0.2543846153846153,2.699230769230769,First Lien or Unitranche,0
208,177217391.3043478,17.304347826086957,1.2617391304347827,0.25513043478260866,2.7026086956521738,First Lien or Unitranche,0
209,176627090.30100334,17.243311036789297,1.2673244147157192,0.255876254180602,2.7059866220735787,First Lien or Unitranche,0
210,176036789.29765886,17.18227424749164,1.2729096989966555,0.2566220735785953,2.709364548494983,First Lien or Unitranche,0
211,175446488.29431438,17.12123745819398,1.278494983277592,0.2573678929765886,2.7127424749163875,First Lien or Unitranche,0
212,174856187.2909699,17.06020066889632,1.2840802675585286,0.2581137123745819,2.7161204013377924,First Lien or Unitranche,0
213,174265886.28762543,16.99916387959866,1.289665551839465,0.2588595317725752,2.7194983277591973,First Lien or Unitranche,0
214,173675585.28428093,16.938127090301002,1.2952508361204014,0.2596053511705685,2.7228762541806018,First Lien or Unitranche,0
215,173085284.28093645,16.877090301003346,1.300836120401338,0.26035117056856183,2.7262541806020066,First Lien or Unitranche,0
216,172494983.27759197,16.816053511705686,1.3064214046822744,0.26109698996655517,2.729632107023411,First Lien or Unitranche,0
217,171904682.2742475,16.755016722408026,1.3120066889632107,0.26184280936454846,2.733010033444816,First Lien or Unitranche,0
218,171314381.270903,16.69397993311037,1.3175919732441472,0.26258862876254174,2.7363879598662204,First Lien or Unitranche,0
219,170724080.26755852,16.63294314381271,1.3231772575250837,0.2633344481605351,2.7397658862876253,First Lien or Unitranche,0
220,170133779.26421404,16.57190635451505,1.3287625418060203,0.2640802675585284,2.7431438127090297,First Lien or Unitranche,0
221,169543478.26086956,16.51086956521739,1.3343478260869566,0.2648260869565217,2.7465217391304346,First Lien or Unitranche,0
222,168953177.2575251,16.44983277591973,1.339933110367893,0.265571906354515,2.7498996655518395,First Lien or Unitranche,0
223,168362876.2541806,16.388795986622075,1.3455183946488296,0.26631772575250834,2.753277591973244,First Lien or Unitranche,0
224,167772575.25083613,16.327759197324415,1.351103678929766,0.2670635451505016,2.7566555183946484,First Lien or Unitranche,0
225,167182274.24749163,16.266722408026755,1.3566889632107024,0.2678093645484949,2.7600334448160533,First Lien or Unitranche,0
226,166591973.24414715,16.2056856187291,1.362274247491639,0.26855518394648825,2.763411371237458,First Lien or Unitranche,1
227,166001672.24080268,16.14464882943144,1.3678595317725752,0.2693010033444816,2.7667892976588626,First Lien or Unitranche,0
228,165411371.2374582,16.08361204013378,1.3734448160535118,0.2700468227424749,2.7701672240802675,First Lien or Unitranche,0
229,164821070.2341137,16.02257525083612,1.3790301003344483,0.27079264214046816,2.773545150501672,First Lien or Unitranche,0
230,164230769.23076922,15.961538461538462,1.3846153846153848,0.2715384615384615,2.776923076923077,First Lien or Unitranche,0
231,163640468.22742474,15.900501672240804,1.390200668896321,0.27228428093645485,2.7803010033444813,First Lien or Unitranche,0
232,163050167.22408026,15.839464882943144,1.3957859531772576,0.2730301003344481,2.783678929765886,First Lien or Unitranche,0
233,162459866.2207358,15.778428093645484,1.4013712374581941,0.2737759197324414,2.7870568561872906,First Lien or Unitranche,0
234,161869565.2173913,15.717391304347826,1.4069565217391304,0.27452173913043476,2.7904347826086955,First Lien or Unitranche,0
235,161279264.21404684,15.656354515050168,1.412541806020067,0.27526755852842805,2.7938127090301004,First Lien or Unitranche,0
236,160688963.21070233,15.595317725752508,1.4181270903010035,0.27601337792642133,2.797190635451505,First Lien or Unitranche,0
237,160098662.20735785,15.534280936454849,1.42371237458194,0.2767591973244147,2.8005685618729093,First Lien or Unitranche,0
238,159508361.20401338,15.47324414715719,1.4292976588628763,0.277505016722408,2.803946488294314,First Lien or Unitranche,0
239,158918060.2006689,15.412207357859533,1.4348829431438128,0.2782508361204013,2.807324414715719,First Lien or Unitranche,0
240,158327759.1973244,15.351170568561873,1.4404682274247493,0.2789966555183946,2.8107023411371235,First Lien or Unitranche,0
241,157737458.19397992,15.290133779264213,1.4460535117056856,0.27974247491638793,2.8140802675585284,First Lien or Unitranche,0
